otomoto_id,title,subtitle,href,year,mileage,engine,fuel_type,price,price_currency,price_details,location_city,location_region
6077234874,"Suzuki SX4 1.6","1.6 107 KM 4x4 122 tys.km Klimatronik Podgrzewane fotele",https://www.otomoto.pl/oferta/suzuki-sx4-1-6-107-km-4x4-122-tys-km-klimatronik-podgrzewane-fotele-ID6Dhspk.html#751f3bcb56,2009,122500,15863,Benzyna,21800,PLN,"","Legnica",Dolnośląskie
6078364420,"Suzuki SX4","DARMOWA DOSTAWA,Klima auto, Serwis ASO, 1 Właściciel, Navi,",https://www.otomoto.pl/oferta/suzuki-sx4-darmowa-dostawa-klima-auto-serwis-aso-1-wlasciciel-navi-ID6DmcfO.html#751f3bcb56,2013,101541,19563,Diesel,26900,PLN,"","Warszawa",Mazowieckie
6073649912,"Suzuki SX4","1.6+Gaz Klima Elektry Świeży Import Mega Stan Mobilna Sprzedaż Pod Dom",https://www.otomoto.pl/oferta/suzuki-sx4-1-6-gaz-klima-elektry-swiezy-import-mega-stan-mobilna-sprzedaz-pod-dom-ID6D2pNm.html#751f3bcb56,2008,101557,15863,Benzyna+LPG,18900,PLN,"Do negocjacji","Kutno",Łódzkie
6077681710,"Suzuki SX4","DARMOWA DOSTAWA, 4x4, Klima, Książka serwisowa, Podgrzewane fotele",https://www.otomoto.pl/oferta/suzuki-sx4-darmowa-dostawa-4x4-klima-ksiazka-serwisowa-podgrzewane-fotele-ID6DjkEm.html#751f3bcb56,2009,69005,15863,Benzyna,25900,PLN,"","Warszawa",Mazowieckie
6078231003,"Suzuki SX4 1.6","2009r. Klimatronik ! KeyLess ! TUV ! *** ROCZNA GWARANCJA ***",https://www.otomoto.pl/oferta/suzuki-sx4-2009r-klimatronik-keyless-tuv-roczna-gwarancja-ID6DlDxW.html#751f3bcb56,2009,140782,15863,Benzyna,19900,PLN,"Do negocjacji","Łask",Łódzkie
6077786466,"Suzuki SX4 1.9","1.9 DDIS 120 KM 4x4 Grzane fotele OPŁACONY",https://www.otomoto.pl/oferta/suzuki-sx4-1-9-ddis-120-km-4x4-grzane-fotele-oplacony-ID6DjLTY.html#751f3bcb56,2007,210000,19103,Diesel,17500,PLN,"Do negocjacji","Korzenna",Małopolskie
6077661848,"Suzuki SX4 1.6","Świeżo sprowadzone. Serwisowane. Piękny kolor GRANATOWY METALIC.",https://www.otomoto.pl/oferta/suzuki-sx4-swiezo-sprowadzone-serwisowane-piekny-kolor-granatowy-metalic-ID6Djfu0.html#751f3bcb56,2009,164214,15863,Benzyna,17800,PLN,"Do negocjacji","Stary Szelków",Mazowieckie
6078504910,"Suzuki SX4 1.6","Suzuki SX4",https://www.otomoto.pl/oferta/suzuki-sx4-suzuki-sx4-ID6DmMNM.html#751f3bcb56,2013,132000,15863,Benzyna,33900,PLN,"Do negocjacji","Żyrardów",Mazowieckie
6078133427,"Suzuki SX4","super stan i wygląd. Gwarancja",https://www.otomoto.pl/oferta/suzuki-sx4-super-stan-i-wyglad-gwarancja-ID6Dlea7.html#751f3bcb56,2010,82000,15863,Benzyna,24999,PLN,"Do negocjacji","Zielona Góra",Lubuskie
6078305782,"Suzuki SX4 1.6","Klima Tempomat Podgrzewane fotele Serwis GWARANCJA",https://www.otomoto.pl/oferta/suzuki-sx4-klima-tempomat-podgrzewane-fotele-serwis-gwarancja-ID6DlX02.html#751f3bcb56,2008,197000,15863,Benzyna,19900,PLN,"Do negocjacji","Goworowo",Mazowieckie
